1, 1597, 21794, 6586.413625, 51.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 21794, 6595.968599, 51.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 21794, 6584.750600, 51.08%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 21794, 6607.304762, 51.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 21794, 6621.210402, 51.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6668.669014, 51.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6745.547786, 51.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6784.391204, 52.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6810.581609, 52.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6835.534247, 52.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6849.811791, 52.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6895.218468, 52.93%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 23459, 6944.120805, 53.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 6994.657778, 53.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7028.286976, 53.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7082.964912, 53.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7088.278867, 54.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7114.564935, 54.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7135.694624, 54.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7130.908120, 54.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7154.783439, 54.78%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7140.780591, 54.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7132.601677, 54.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7145.775000, 54.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7158.316770, 55.07%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7162.977366, 55.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7188.562372, 55.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7190.609756, 55.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7188.804040, 55.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7216.738956, 55.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7245.483034, 56.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7259.446429, 56.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7269.564103, 56.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7301.025490, 56.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7308.922027, 56.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7331.823643, 56.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7320.236994, 56.84%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7327.045977, 57.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7384.340952, 57.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7397.948864, 57.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7418.088512, 57.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7456.507491, 57.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7458.864060, 57.91%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7493.316667, 58.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7519.651934, 58.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7535.199634, 58.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7549.072860, 58.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7555.539855, 58.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
1, 1597, 24338, 7572.951351, 58.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%
